,fluxes,reduced_costs
EX_ca2_e_reverse,0.0018105821621571278,-2.0
GLUtex_reverse_num1,0.0,2.0
GLYtex_reverse_num1,0.0,-2.0
GLYALDtex_reverse_num1,0.0,2.0
AKGt2rpp_reverse,0.0,2.000000000000057
GLYBtex_reverse_num1,0.0,0.0
GLYCtex_reverse_num1,0.0,-2.0
GLYC3Ptex_reverse_num1,0.0,2.0
GLYCLTtex_reverse_num1,0.0,-2.0
GTPtex_reverse_num1,0.0,-2.0
GUAtex_reverse,0.0,2.0
Htex_reverse_num1,8.313150344339514,-2.0
H2tex_reverse_num1,0.0,2.0
H2Otex_reverse_num1,18.370005483869157,-2.0
O2tpp_reverse,0.0,2.0
PYRt2rpp_reverse,0.08443524319881117,-2.0
THMDt2pp_copy2_reverse,0.0,2.000000000000057
XANtpp_reverse,0.0,2.0
DAPtex_reverse_num1,0.0,2.0
TRPt2rpp_reverse_num1,0.0,2.000000000000057
TYRt2rpp_reverse_num1,0.0,2.000000000000057
URIt2pp_copy2_reverse,0.0,2.000000000000057
12PPDStex_reverse_num1,0.0,-2.0
DDGLCNtex_reverse_num1,0.0,2.0
XTSNt2rpp_reverse,0.0,2.000000000000057
GALURtex_reverse_num1,0.0,2.0
GALtex_reverse_num1,0.0,-2.0
ACACt2pp_reverse,0.0,2.0
GALCTtex_reverse_num1,0.0,-2.0
GALCTNtex_reverse_num1,0.0,0.0
GALTtex_reverse_num1,0.0,-2.0
TKT2_reverse_num1,0.0,125.88720722797837
GAMtex_reverse_num1,0.0,2.0
GBBTNtex_reverse_num1,0.0,0.0
ATPS4rpp_reverse_num1,0.0,136.28792371091475
INDOLEtex_reverse_num1,0.0,-2.0
ARBt2rpp_reverse,0.0,2.0
CYTK1_reverse,0.0,148.73019373761144
L_LACtex_reverse_num1,0.0,2.0
ADEt2rpp_reverse_num1,0.0,-1.9999999999999716
CO2tpp_reverse,9.099697302554796,-2.0
DHAtpp_reverse,8.767804164292716,-2.0
ADNt2pp_copy2_reverse,0.0,2.000000000000057
ALLTNt2rpp_reverse,0.0,2.0
ARGAGMt7pp_reverse,0.0,-2.0
CYTK2_reverse,0.0,177.64541377417117
ASNt2rpp_reverse,0.0,2.000000000000057
ECOAH8_reverse_num1,0.0,-277.11122210824396
GUAtpp_reverse_num1,0.0,2.0
GK1_reverse,0.0,205.34865738823282
HYXNtpp_reverse_num1,0.0,-2.0
HIStex_reverse_num1,0.0,2.0
HXAtex_reverse_num1,0.0,2.0
HACD1_reverse_num1,0.0,684.91923729261
HYXNtex_reverse_num1,0.0,-2.0
IDONtex_reverse_num1,0.0,-2.0
ILEtex_reverse_num1,0.0,2.0
INSTtex_reverse_num1,0.0,2.0
INStex_reverse,0.0,2.0
Ktex_reverse_num1,0.0,2.0
GLCRtex_reverse_num1,0.0,0.0
GLCNtex_reverse_num1,0.0,-2.0
GLCURtex_reverse_num1,0.0,2.0
GLNtex_reverse_num1,0.0,2.0
O2tex_reverse_num1,0.0,2.0
HACD2_reverse_num1,0.0,698.8463246703668
OCTAtex_reverse_num1,0.0,2.0
D_LACtex_reverse_num1,0.0,-2.0
ORNtex_reverse_num1,0.0,2.0
FRULYStex_reverse_num1,0.0,2.0
ECOAH5_reverse_num1,0.0,-218.5600005282322
EX_ni2_e_reverse,0.00011235697183030783,-2.0
FUCtpp_reverse,0.0,2.0
GALCTt2rpp_reverse_num1,0.0,-2.0
ASPtex_reverse_num1,0.0,2.0
PHEtex_reverse_num1,0.0,2.0
PItex_reverse_num1,0.0,2.0
CYTDt2pp_copy2_reverse,0.0,2.0
ACALDtpp_reverse,0.0,2.0
ACt2rpp_reverse,5.034300644266849,-2.0
DDGLCNt2rpp_reverse,0.0,1.9999999999999432
RMNtex_reverse_num1,0.0,-2.0
EX_cu2_e_reverse,0.000246628770983555,-2.0
LCTStex_reverse_num1,0.0,2.0
LEUtex_reverse_num1,0.0,2.0
LYStex_reverse_num1,0.0,2.0
LYXtex_reverse_num1,0.0,2.0
MANtex_reverse_num1,0.0,2.0
MAN6Ptex_reverse_num1,0.0,2.0
MELIBtex_reverse_num1,0.0,2.0
DMSOtex_reverse_num1,0.0,0.0
DURItex_reverse,0.0,2.0
FRUtex_reverse_num1,0.0,2.0
FUCtex_reverse_num1,0.0,2.0
EX_sel_e_reverse,0.0,-2.0
FUMtex_reverse_num1,0.0,-2.0
MALTATr_reverse,0.0,-519.3973725864198
FE2tex_reverse_num1,0.0,2.0
NMNtex_reverse_num1,0.0,2.0
NO2tex_reverse_num1,0.0,2.0
TRSARr_reverse_num1,0.0,594.7138115801699
MTHFC_reverse,0.0,146.48148446375313
MTHFD_reverse,0.0,234.56356449212763
BUTt2rpp_reverse,0.0,2.0
23CAMPtex_reverse_num1,0.0,2.0
23CCMPtex_reverse_num1,0.0,2.0
23CUMPtex_reverse_num1,0.0,2.0
23CGMPtex_reverse_num1,0.0,2.0
3AMPtex_reverse_num1,0.0,2.0
3CMPtex_reverse_num1,0.0,2.0
GDPtex_reverse_num1,0.0,2.0
EX_cobalt2_e_reverse,8.696360048785436e-06,-2.0
ALAGLUE_reverse,0.0,221.18909444322844
TMAtex_reverse_num1,0.0,2.0
TMAOtex_reverse_num1,0.0,2.0
TREtex_reverse_num1,0.0,-2.0
TRPtex_reverse_num1,0.0,2.0
PNTOtex_reverse_num1,0.0,2.0
TSULtex_reverse_num1,0.0,0.0
TYRtex_reverse_num1,0.0,2.0
URAtex_reverse_num1,0.0,2.0
UREAtex_reverse_num1,0.0,-2.0
URItex_reverse,0.0,2.0
ETHSO3tex_reverse_num1,0.0,2.0
BUTSO3tex_reverse_num1,0.0,2.0
LIPOtex_reverse_num1,0.0,0.0
VALtex_reverse_num1,0.0,2.0
XANtex_reverse_num1,0.0,2.0
XYLtex_reverse_num1,0.0,2.0
PPPNtex_reverse_num1,0.0,2.0
ABUTtex_reverse_num1,0.0,-2.0
PPTtex_reverse_num1,0.0,2.0
GALBDtex_reverse_num1,0.0,2.0
PTRCtex_reverse_num1,0.0,2.0
PYRtex_reverse_num1,0.08443524319881117,-2.0
SULFACtex_reverse_num1,0.0,2.0
DSERtex_reverse_num1,0.0,2.0
SERtex_reverse_num1,0.0,2.0
NOtex_reverse_num1,0.0,2.0
NOtpp_reverse,0.0,2.0
N2Otpp_reverse,0.0,0.0
N2Otex_reverse_num1,0.0,0.0
CRNt2rpp_reverse,0.0,-2.0
CRNDt2rpp_reverse,0.0,-2.0
CTBTt2rpp_reverse,0.0,2.000000000000057
PACALDt2rpp_reverse,0.0,2.0
PEAMNtex_reverse_num1,0.0,2.0
PACALDtex_reverse_num1,0.0,2.0
ACGAL1Ptex_reverse_num1,0.0,2.0
ACGALtex_reverse_num1,0.0,-2.0
GLCUR1Ptex_reverse_num1,0.0,-2.0
UDPGLCURtex_reverse_num1,0.0,2.0
ISETACtex_reverse_num1,0.0,-2.0
UDPGtex_reverse_num1,0.0,2.0
UDPGALtex_reverse_num1,0.0,2.0
ACGAM1Ptex_reverse_num1,0.0,2.0
UACGAMtex_reverse_num1,0.0,2.0
UDPACGALtex_reverse_num1,0.0,2.0
CBLAT_reverse,0.0,-72.86082148466178
CYANtex_reverse_num1,0.0,0.0
SO3tex_reverse_num1,0.0,0.0
TCYNTtex_reverse_num1,0.0,0.0
METSOX1tex_reverse_num1,0.0,2.0
METSOX2tex_reverse_num1,0.0,2.0
3UMPtex_reverse_num1,0.0,2.0
MSO3tex_reverse_num1,0.0,-2.0
3GMPtex_reverse_num1,0.0,2.0
FALDtpp_reverse,0.0,-2.0
SO4tex_reverse_num1,0.0,2.0
DOPAtex_reverse_num1,0.0,-2.0
4HOXPACDtex_reverse_num1,0.0,2.0
SPMDtex_reverse_num1,0.0,0.0
ETHAtex_reverse_num1,0.0,-2.0
G3PStex_reverse_num1,0.0,2.0
SUCCtex_reverse_num1,0.0,2.0
SUCRtex_reverse_num1,0.0,-2.0
ARABDI_reverse,0.0,757.2584600503278
GLYC2Ptex_reverse_num1,0.0,-2.0
PSERtex_reverse_num1,0.0,2.0
TARTRtex_reverse_num1,0.0,2.0
R5Ptex_reverse_num1,0.0,2.0
THRPtex_reverse_num1,0.0,2.0
TYRPtex_reverse_num1,0.0,2.0
TAURtex_reverse_num1,0.0,-2.0
L_LACt2rpp_reverse_num1,0.0,2.0
THRtex_reverse_num1,0.0,2.0
THMDtex_reverse_num1,0.0,2.0
CITtex_reverse_num1,0.0,2.0
ACGAtex_reverse_num1,0.0,2.0
METDtex_reverse_num1,0.0,0.0
NH4tpp_reverse_num1,0.0,2.0
METtex_reverse_num1,0.0,2.0
NO2t2rpp_reverse_num1,0.0,-2.0
FRULYSDG_reverse,0.0,5752.650394387525
IDONt2rpp_reverse,0.0,-2.0
PROt2rpp_reverse_num1,0.0,-1.9999999999999432
MNLtex_reverse_num1,0.0,2.0
G6Ptex_reverse_num1,0.0,2.0
NAtex_reverse_num1,0.0,2.0
MOBDtex_reverse_num1,0.0,2.0
NI2tex_reverse_num1,0.0,2.0
NACtex_reverse_num1,0.0,2.0
NH4tex_reverse_num1,0.0,2.0
H2O2tex_reverse_num1,0.0,-2.0
ALLPI_reverse,0.0,569.5865539603095
ALLULPE_reverse,0.0,183.64684212304022
ADEtex_reverse_num1,0.0,2.0
ADNtex_reverse,0.0,2.0
ASO3tex_reverse_num1,0.0,0.0
AGMtex_reverse_num1,0.0,2.0
ALAtex_reverse_num1,0.0,-2.0
BALAtex_reverse_num1,0.0,2.0
DALAtex_reverse_num1,0.0,2.0
MANGLYCtex_reverse_num1,0.0,2.0
AMPtex_reverse_num1,0.0,2.0
FRUURt2rpp_reverse,0.0,2.0
FRUURtex_reverse_num1,0.0,2.0
ARBtex_reverse_num1,0.0,2.0
ARGtex_reverse_num1,0.0,2.0
ASCBtex_reverse_num1,0.0,2.0
GLYCAt2rpp_reverse_num1,0.0,-2.0
GLYCAtex_reverse_num1,0.0,2.0
BUTtex_reverse_num1,0.0,2.0
FALDH2_reverse,0.0,545.6989257214682
CHLtex_reverse_num1,0.0,-2.0
MMETtex_reverse_num1,0.0,2.0
FE3tex_reverse_num1,0.0,2.0
MG2tex_reverse_num1,0.0,2.0
Zn2tex_reverse_num1,0.0,2.0
CD2tex_reverse_num1,0.0,0.0
GLYCtpp_reverse_num1,0.0,2.0
H2Otpp_reverse_num1,18.370005483869157,-2.0
CO2tex_reverse_num1,9.099697302554796,-2.0
GLUABUTt7pp_reverse,0.0,-2.0
GLUt2rpp_reverse,0.0,-1.9999999999999432
HCINNMt2rpp_reverse,0.0,2.0
HISt2rpp_reverse,0.0,2.000000000000057
CBIAT_reverse,0.0,-93.08354437303936
GLYALDtpp_reverse,0.0,2.0
CRNtex_reverse_num1,0.0,-2.0
COBALT2tex_reverse_num1,0.0,2.0
DINStex_reverse_num1,0.0,2.0
DHPTPE_reverse,0.0,-556.5501599119743
FALGTHLs_reverse,0.0,-2.0
DIMPtex_reverse_num1,0.0,2.0
DMStex_reverse_num1,0.0,-2.0
GLUDy_reverse,2.955761987327031,-2.0000000000027
GALURt2rpp_reverse,0.0,2.0
CSNtex_reverse_num1,0.0,2.0
GLCNt2rpp_reverse_num1,0.0,2.0
GLCRt2rpp_reverse_num1,0.0,-2.0
UREAtpp_reverse,0.0,-2.0
PPPNt2rpp_reverse,0.0,-2.0
PTRCORNt7pp_reverse,0.0,-2.0
GLCURt2rpp_reverse_num1,0.0,2.0
EX_h2o_e_reverse,0.0,2.0
CYNTtex_reverse_num1,0.0,2.0
HG2tex_reverse_num1,0.0,0.0
XTSNtex_reverse_num1,0.0,2.0
CYStex_reverse_num1,0.0,2.0
CYTDtex_reverse_num1,0.0,2.0
DADNtex_reverse,0.0,2.0
4PEPTtex_reverse_num1,0.0,-2.0
DHAtex_reverse_num1,8.767804164292716,-2.0
ETOHtex_reverse_num1,0.0,2.0
CRNCAR_reverse,0.0,145.3363229845549
GLYCLTt2rpp_reverse_num1,0.0,-2.0
HPPPNt2rpp_reverse,0.0,-2.0
DCAtex_reverse_num1,0.0,2.0
DHFR_reverse_num1,0.0,293.52733213367713
HACD3_reverse_num1,0.0,721.5179871857454
TYRTA_reverse_num1,0.0,-318.07127827870863
DCYTtex_reverse,0.0,2.0
ACACtex_reverse_num1,0.0,2.0
ACNAMtex_reverse_num1,0.0,2.0
EX_mobd_e_reverse,2.434980813659922e-06,-2.0
DGSNtex_reverse_num1,0.0,2.0
H2Stex_reverse_num1,0.0,-2.0
EX_so4_e_reverse,0.08759669549940596,-2.0
EX_nh4_e_reverse,3.7567979734511336,-2.0
DADK_reverse,0.0,428.92654708402006
PUNP4_reverse_num1,0.0,2169.211183367672
AMAOTr_reverse,0.0,4605579.726971771
TYMtex_reverse_num1,0.0,2.0
EX_k_e_reverse,0.06789874428010302,-2.0
EX_na1_e_reverse,0.0,-2.0
ACACT1r_reverse_num1,0.0,210.90831519826315
ARGORNt7pp_reverse,0.0,2.0
CMPtex_reverse_num1,0.0,2.0
DUMPtex_reverse_num1,0.0,2.0
XMPtex_reverse_num1,0.0,2.0
3PEPTtex_reverse_num1,0.0,-2.0
ANHGMtex_reverse_num1,0.0,2.0
UDPKAAT_reverse,0.0,757.3640945317841
FALDtex_reverse_num1,0.0,-2.0
CU2tex_reverse_num1,0.0,2.0
GLCATr_reverse,0.0,1544.2407615680713
MLTP1_reverse,0.0,882.692050643309
ALAALAr_reverse_num1,0.0,561.6457555048819
CLtex_reverse_num1,0.0,2.0
CYSDtex_reverse_num1,0.0,2.0
GMPtex_reverse_num1,0.0,2.0
IMPtex_reverse_num1,0.0,2.0
G3PItex_reverse_num1,0.0,2.0
G3PGtex_reverse_num1,0.0,2.0
G3PEtex_reverse_num1,0.0,2.0
G3PCtex_reverse_num1,0.0,2.0
UMPtex_reverse_num1,0.0,2.0
G1Ptex_reverse_num1,0.0,-2.0
SKMtex_reverse_num1,0.0,2.0
MNtex_reverse_num1,0.0,2.0
GAL1Ptex_reverse_num1,0.0,2.0
O2Stex_reverse_num1,0.0,-2.0
HOMtex_reverse_num1,0.0,0.0
SO2tex_reverse_num1,0.0,0.0
SO2tpp_reverse,0.0,0.0
SUCOAS_reverse,0.0,1211.8749282705649
DAMPtex_reverse_num1,0.0,2.0
DCMPtex_reverse_num1,0.0,2.0
DGMPtex_reverse_num1,0.0,2.0
DTMPtex_reverse_num1,0.0,2.0
ACSERtex_reverse_num1,0.0,0.0
GALKr_reverse,0.0,299.59873676085505
DURADx_reverse,0.0,-1073.4428395283317
ECOAH7_reverse_num1,0.0,-270.1073389570229
LDH_D_reverse,0.0,1252.102255708989
YUMPS_reverse,0.0,-75.85092243422855
IPDDI_reverse,0.0,250.53489376437938
ALAALAtex_reverse_num1,0.0,2.0
T2DECAI_reverse,0.0,905.7453481041464
CLPNS180pp_reverse_num1,0.0,949.6780390382028
CLPNS181pp_reverse_num1,0.0,441.8358366821608
MALtex_reverse_num1,0.0,2.0
NO3tex_reverse_num1,0.0,2.0
CLPNS120pp_reverse_num1,0.0,550.2373026268883
HEXt2rpp_reverse,0.0,-1.9999999999999716
ADSL1r_reverse,0.0,2077.2376316038253
AICART_reverse,0.0,447.4873652855913
D_LACt2pp_reverse_num1,0.0,-2.0
RIBtex_reverse_num1,0.0,2.0
THMtex_reverse_num1,0.0,2.0
XYLUtex_reverse_num1,0.0,2.0
CLPNS160pp_reverse_num1,0.0,468.913288949288
CLPNS161pp_reverse_num1,0.0,701.449766842908
ALLtex_reverse_num1,0.0,0.0
34dhpactex_reverse_num1,0.0,2.0
12PPDStpp_reverse,0.0,-2.0
PROtex_reverse_num1,0.0,2.0
HPYRI_reverse,0.0,-461.2265799695032
EX_cl_e_reverse,0.0018105821621571278,-2.0
H2tpp_reverse,0.0,2.0
23DAPPAtex_reverse_num1,0.0,-2.0
GSNtex_reverse_num1,0.0,2.0
SBTtex_reverse_num1,0.0,-2.0
FORtex_reverse_num1,0.0,2.0
PHEt2rpp_reverse_num1,0.0,2.000000000000057
GUI2_reverse,0.0,179.68720364095054
PGM_reverse_num1,0.0,-21.920369005587162
TPI_reverse,0.0,54.97164385455227
RPI_reverse_num1,0.0,-20.999558831405977
PERD_reverse,0.0,-250.6515320870703
GLCtex_copy2_reverse_num1,0.0,2.0
12PPDRtpp_reverse,0.0,-2.0
3OAR120_reverse,0.0,1980.5329668103714
AKGtex_reverse_num1,0.0,2.0
ALLTNtex_reverse_num1,0.0,2.0
ASNtex_reverse_num1,0.0,2.0
ACONIs_reverse,0.0,2.0
ACONTb_reverse_num1,0.0,601.702948584269
PPALtpp_reverse,0.0,2.0
PPALtex_reverse_num1,0.0,2.0
CA2tex_reverse_num1,0.0,2.0
CUtex_reverse_num1,0.0,-2.0
12PPDRtex_reverse_num1,0.0,2.0
EX_o2_e_reverse,8.399586499374628,-2.0
PROGLYtex_reverse_num1,0.0,2.0
F6Ptex_reverse_num1,0.0,2.0
GAMAN6Ptex_reverse_num1,0.0,2.0
3OAR140_reverse,0.0,4684.75597089184
3OAR160_reverse,0.0,2495.287341862413
MICITDr_reverse,0.0,1709.4843420922698
ACONTa_reverse_num1,0.0,900.2620230224013
CLPNS140pp_reverse_num1,0.0,959.7275383469946
CLPNS141pp_reverse_num1,0.0,516.9144704684418
CGLYtex_reverse_num1,0.0,2.0
GTHOXtex_reverse_num1,0.0,0.0
3OAR60_reverse,0.0,1775.5496378656371
3OAR80_reverse,0.0,2145.2650024421
ATHRDHr_reverse,0.0,1751.6520583712063
LSERDHr_reverse,0.0,2206.598596239086
3OAR40_reverse,0.0,2089.143292100771
3OAR100_reverse,0.0,2346.5563158064087
DSERDHr_reverse,0.0,1748.9397218133618
3OAR180_reverse,0.0,2678.6476552723016
GTHRDtex_reverse_num1,0.0,2.0
CAt6pp_reverse,0.0018105821621571278,-2.0
5DGLCNt2rpp_reverse,0.0,2.0
GALCTNLtex_reverse_num1,0.0,0.0
EX_tungs_e_reverse,0.0,0.0
MALDtex_reverse_num1,0.0,0.0
OROTtex_reverse_num1,0.0,2.0
5DGLCNtex_reverse_num1,0.0,2.0
FRULYSE_reverse,0.0,2971.612651123707
TUNGStex_reverse_num1,0.0,0.0
5MTRtex_reverse_num1,0.0,-2.0
PPAtex_reverse_num1,0.0,2.0
POR5_reverse_num1,0.0,664.7417808866248
HACD8_reverse_num1,0.0,16.550599160958882
CTECOAI8_reverse,0.0,1204.011279006023
CTECOAI6_reverse,0.0,1620.8816907447763
EX_slnt_e_reverse,0.0,-2.0
PSCLYStex_reverse_num1,0.0,2.0
THYMtex_reverse_num1,0.0,-2.0
MG2t3_2pp_reverse,0.0,2.0
LALADGLUtex_reverse_num1,0.0,2.0
CTECOAI7_reverse,0.0,-72.39783358993009
3HPPtex_reverse_num1,0.0,-2.0
RFAMPtex_reverse,0.0,0.0
MINCYCtex_reverse_num1,0.0,0.0
MEOHtrpp_reverse,6.957088039028349e-07,-2.0
DOXRBCNtex_reverse_num1,0.0,0.0
SELtex_reverse_num1,0.0,2.0
ETOHtrpp_reverse,0.0,2.0
REPHACCOAI_reverse,0.0,494.03361289785244
MEOHtex_reverse_num1,6.957088039028349e-07,-2.0
TTRCYCtex_reverse_num1,0.0,0.0
DHNPTE_reverse,0.0,1927.7334212707356
CMtex_reverse_num1,0.0,0.0
LALALGLUtex_reverse_num1,0.0,2.0
DHACOAH_reverse,0.0,404.9172815728234
SLNTtex_reverse_num1,0.0,2.0
ALDD19xr_reverse,0.0,3588.6688405817367
VPAMTr_reverse,0.0,793.7806438595524
NADPHXE_reverse,0.0,447.6978212656104
CH4tex_reverse,0.0,0.0
TARTRDtex_reverse_num1,0.0,2.0
BTNtex_reverse_num1,0.0,2.0
DXYLONtpp_reverse,0.0,-1.9999999999708962
2DDARAA_reverse_num1,0.0,-297.7318647279872
DMSOtpp_reverse,0.0,0.0
PYDXtex_reverse_num1,0.0,2.0
SUCASPtpp_reverse_num1,0.0,0.0
SUCMALtpp_reverse_num1,0.0,2.0
PYDXNtex_reverse_num1,0.0,2.0
DXYLONtex_reverse_num1,0.0,-2.0
PYDAMtex_reverse_num1,0.0,2.0
PSURItex_reverse_num1,0.0,2.0
13PPDH2_reverse,0.0,-707.3741118672524
SUCTARTtpp_reverse,0.0,2.0
CHTBStex_reverse_num1,0.0,0.0
GHBDHx_reverse,0.0,-82.75027662994856
DHPStex_reverse,0.0,-2.0
APPLDHr_reverse,0.0,-1336.608668802609
FMNtex_reverse_num1,0.0,0.0
DHNPA2r_reverse,0.0,3980.6571911490755
QUIN2tpp_reverse,0.0,2.0
CRNDtex_reverse_num1,0.0,-2.0
CLBtex_reverse_num1,0.0,-2.0
ACOXT_reverse,0.0,1634.0046512598637
4ABZGLUH_reverse,0.0,4216.584014250013
4ABZGLUtr_reverse,0.0,2.000000000000057
NADHXE_reverse,0.0,-365.7284715095666
FADtex_reverse_num1,0.0,0.0
LKDRA_reverse,0.0,-1549.1021068518855
METNA_reverse,0.0,-126.44546087978503
5DKGR_reverse_num1,0.0,223.54423944594788
2DGLCtex_reverse_num1,0.0,0.0
PUACGAMS_reverse,0.0,616.4988493851556
SQtex_reverse,0.0,2.0
GLYtpp_reverse,0.0,2.0
URATEtex_reverse_num1,0.0,2.0
ARHGDx_reverse,0.0,3251.676387200111
4HTHRA_reverse,7.757153163516609e-05,-777.0525110582821
METGLCURtex_reverse_num1,0.0,2.0
AI2tex_reverse_num1,0.0,0.0
Ftex_reverse_num1,0.0,0.0
CYSItex_reverse_num1,0.0,0.0
CS1tex_reverse_num1,0.0,0.0
ASPtpp_reverse,0.0,2.0
FUMt1pp_reverse,0.0,2.0
SUCCt1pp_reverse,0.0,2.0
FUSAtex_reverse_num1,0.0,0.0
MEPNtex_reverse_num1,0.0,2.0
UDPGPT_reverse,0.0,236.95372447168393
NOVBCNtex_reverse,0.0,0.0
4ABZGLUtex_reverse_num1,0.0,2.0
QUIN2tex_reverse_num1,0.0,2.0
FORCT_reverse,0.0,-64.18306835783092
HADPCOADH3_reverse,0.0,670.295877946186
HXPRT_num2,0.0,2022.713388963131
NDPK5_num2,0.0,184.67771381469356
NDPK6_num2,0.0,128.4403682843631
NDPK8_num2,0.0,645.4604875224213
ALATA_L2_num2,0.0,-354.89887568713937
DURIPP_num2,0.0,465.62054658982584
ACALD_num2,0.0,1010.9740869710567
CYSDS_num2,0.0,3181.2054658549614
PPA_num2,1.1790817151840938,-9.764972707123043
PPA_num3,0.0,16.59541868435005
ALAR_num2,0.0,-61.21507422642381
ALATA_L_num2,0.0,456.36248337665506
XYLK_num2,0.0,1679.9270074242067
ASPTA_num2,0.0,751.3782124375782
ACP1_FMN_num2,0.0,19052.552758631147
ACP1_FMN_num3,0.0,19064.024071891643
NDP3_num2,0.0,322.71910359549474
FBP_num2,0.0,235.66798352207002
FBP_num3,0.0,211.5333836080166
FBP_num4,0.0,198.136051353274
ALATA_D2_num2,0.0,787.9316764000978
PYK_num2,0.0,211.30402898773633
A5PISO_num2,0.013535710488733555,-216.57408946126094
PMDPHT_num2,0.00015514306327033217,-252.73151630933228
ACHBS_num2,0.0,-164.2415698913979
ACLS_num2,0.3041524098710551,-53.951215910295375
G3PD5_num2,0.0,269.4299818427045
G1PP_num2,0.0,633.9353726634081
G1PP_num3,0.0,693.1850257289202
PFL_num2,0.0,-40.79691403382458
PFL_num3,0.03786847375963615,-152.82207999227103
PFL_num4,0.0,-21.922053949791007
CHORM_num2,0.11249054792065717,-61.811097818491135
PTAr_num2,4.829974099250204,-13.529551853583477
ACKr_num2,0.0,66.11731650377715
ACKr_num3,0.0,66.16591491075724
LEUTAi_num2,0.15671919156557404,-142.93698344475035
ECOAH6_num2,0.0,675.961529276683
FBA_num2,0.0,522.9670161426122
HCO3E_num2,0.9952587521816688,-129.03544669278287
ECOAH4_num2,0.0,729.3887534363894
NTPP1_num2,0.0,90.81324109772822
NTPP2_num2,0.0,1137.6937568222984
IPMD_num2,0.15671919156557404,-202.1159523485085
TALA_num2,0.8116600393170392,-64.52486362042467
PUNP3_num2,0.0,1496.2205002528722
TKT1_num2,0.8116600393170392,-36.967777132063816
PUNP5_num2,0.0,-43.334026827773414
PUNP6_num2,0.0,-593.2508763075184
RNDR1_num2,0.0,1684.0514011691594
ALCD2x_num2,0.0,-191.50837026101092
RNDR3_num2,0.0,577.2219846831649
RNDR4_num2,0.0,1562.081347049123
ALDD2y_num2,0.0,467.1617319118776
ALDD2y_num3,0.0,1026.1111676766122
ALDD2y_num4,0.0,258.27215865786627
ALDD2y_num5,0.0,278.14334111111737
NADH9_num2,0.0,656.2191606424694
NADH9_num3,0.0,962.6557669510312
NADH9_num4,0.0,600.0111153429552
NADH10_num2,0.0,352.94131082829153
NADH10_num3,0.0,326.2482417902448
NADH10_num4,0.0,498.4673372966081
ABTA_num2,0.0,2817.0635342123082
FUM_num2,0.0,-102.56083060927779
FUM_num3,0.0,-34.28186959179544
SERD_L_num2,0.0,1256.9500688607277
SERD_L_num3,0.0,1310.4193813704392
SERD_L_num4,0.0,1256.7793418825022
SERD_L_num5,0.0,1359.1674320177613
NADDP_num2,0.0,-373.62880157685515
THRD_num2,0.0,159.88454166914556
NMNAT_num2,0.0,1617.3815535552599
HMPK1_num2,0.0,-341.1629704704246
GLCP_num2,0.0,394.6692866933218
RBP4E_num2,0.0,51.50049239642408
RBP4E_num3,0.0,-27.955218675440307
NTD2_num2,0.0,639.1230672954027
NTD2_num3,0.0,641.4889048855216
NTD4_num2,0.0,699.4433115344136
NTD5_num2,0.0,819.6967904506407
NTD5_num3,0.0,805.9622941949644
NTD5_num4,0.0,762.6485796624399
KAS14_num2,0.0,-790.9432670111091
NTD6_num2,0.0,-86.54501469103457
NTD6_num3,0.0,-127.82239247727978
PYDXPP_num2,0.0,1429.4525043791461
PYDXPP_num3,0.0,1427.475276616601
PYDXPP_num4,0.0,1419.8889470560196
HACD6_num2,0.0,-216.32704991282932
ECOAH1_num2,0.0,567.4137543846155
ECOAH2_num2,0.0,7.105248153558932
ECOAH3_num2,0.0,8.00796198984608
HACD4_num2,0.0,604.6459374966744
G3PT_num2,0.0,452.2825140109957
HACD5_num2,0.0,-169.83673831500616
HACD7_num2,0.0,10.851265114610271
PYDXK_num2,0.0,-573.8668622854166
ALCD19_num2,0.0,5196.136875189224
ACACCT_num2,0.0,-36.600846636574715
TGBPA_num2,0.0,-219.54675427453958
DMSOR1_num2,0.0,208.00880302108442
G1PTT_num2,0.0,-1101.6493759469224
TDPGDH_num2,0.0,3.709340550010893
ADCL_num2,0.00023271459490550894,-328.21810521133966
UMPK_num2,0.0,219.5432402664046
NTD9_num2,0.0,665.4062879984147
NTD9_num3,0.0,651.886478094312
NTD9_num4,0.0,667.7715344434116
NTD1_num2,0.0,-66.83342078275041
NTD1_num3,0.0,-74.45410103963081
NTD1_num4,0.0,-98.48701517390566
NTD7_num2,0.0,2044.06122240154
NTD7_num3,0.0,1984.180764328567
NTD7_num4,0.0,2046.4285055220466
NDPK7_num2,0.0,946.900638644137
F6PA_num2,8.767804164292716,-32.69518533298165
GLYCLTDx_num2,0.0,611.5592218763359
NDPK2_num2,0.0,50.25418568337682
NDPK3_num2,0.06296269031641243,-121.25906643374037
HPYRRy_num2,0.0,1524.1344109749207
NDPK4_num2,0.0,98.9109371889308
FCLT_num2,0.0,-279.837574139343
FCLT_num3,0.0,249.94423975348394
ASNN_num2,0.0,834.8184192245157
ASNS2_num2,0.0,-29.24682694642206
ASPCT_num2,0.11506849689351913,-521.8662706304043
SDPTA_num2,0.0,518.5133752785925
SDPTA_num3,0.0,735.1712360055965
SDPTA_num4,0.0,734.1427327232607
SDPTA_num5,0.0,694.8444928886968
TMAOR1_num2,0.0,-50.2552084362336
NDPK1_num2,0.0,56.31308403052026
TRDR_num2,0.0,-189.89827469472033
