,fluxes,reduced_costs
GLYOX,0.0,-236.37509087085894
DADNtex,0.0,-2.0
4PEPTtex_num1,0.0,2.0
NAMNPP,0.0,-433.7305867277121
EX_pnto__R_e,0.0,1544520.0524113432
SELNPS,0.0,-71.98096915079896
DHAtex_num1,0.0,2.0
ETOHtex_num1,0.0,-2.0
MTRPOX,0.0,-326.6456883073097
AGM4PCPpp,0.0,-31.796395407329328
GTPDPDP,0.0,1269.837076570227
CRNCAR,0.0,-14.156292489200354
GALabcpp_num1,0.0,133.40515830660655
GLYCLTt2rpp_num1,0.0,2.0
GUAt2pp,0.0,37.888071803527
HPPPNt2rpp,0.0,2.0
RNDR2_num1,0.0,1498.6707688088927
EX_asn__L_e,0.0,1755.3719516974954
ANHMK,0.0,-160.25600396056328
DCAtex_num1,0.0,-2.0
DHFR_num1,0.0,-50.06984561723033
EX_cit_e,0.0,980.9758057645479
PRAIi,0.01977308777012442,-242.75750587127413
EX_mal__L_e,0.0,718.894886320236
NMNN,0.0,63715.00687872302
XAND,0.0,12927.03168679162
EX_no2_e,0.0,97.35621949376434
HACD3_num1,0.0,9.15359212923255
TYRTA_num1,0.0,744.3779951855038
SHKK_num1,0.0,-28.8187523464822
DCYTtex,0.0,-2.0
EX_gam_e,0.0,4148.943145692975
ACACtex_num1,0.0,-2.0
ACNAMtex_num1,0.0,-2.0
ARBTNabcpp,0.0,-2.0000000000000284
EX_inost_e,0.0,-2.0
EX_mobd_e,0.0,2.0
NNDMBRT,0.0,-207.25646069753114
DGSNtex_num1,0.0,-2.0
THRA2_num1,0.0,-446.1096022300278
ASO3t8pp,0.0,175.2932301101336
H2Stex_num1,0.0,2.0
PPK,0.0,662.9881366879058
EX_so4_e,0.0,2.0
SADH,0.0,-139.65534217775343
GLUSy,0.0,1642.8946729091422
GUAPRT_num1,0.0,-283.8816094308081
EX_phe__L_e,0.0,3303.608031931556
EX_thr__L_e,0.0,3050.102795452077
EX_uri_e,0.0,4252.428420882608
OMCDC,0.15671919156557404,-1.9999999999999716
ABUTD,0.0,2002.889513162143
E4PD_num1,0.0,4375925.601571267
IG3PS,0.032955030332073386,-137.97634578797673
PDH,6.508124612040407,-113.67054910073057
MTHFR2,0.05369445763081884,-1194.8124859142317
DMSOR2pp,0.0,-144.42366387939546
H2St1pp,0.0,4920.609147494135
EX_nh4_e,0.0,2.0
DADK,0.0,-138.07766108242413
DUTPDP_num1,0.0,102.21682626930351
EX_ddca_e,0.0,37009.54971973036
HYD3pp_num1,0.0,1720.6783188666923
NO3R1pp_num1,0.0,203.46800722592542
NTP5,0.0,527.701378803021
CELBpts_num1,0.0,-2.000000000000007
FORt2pp_num1,0.0,-2.0
EX_r5p_e,0.0,-2.0
EX_glyc2p_e,0.0,-2.0
MTAN,0.0,-454.2077771289778
DPR_num1,0.0002344538669152774,-311.42042741002206
EX_halipa_e,0.0,-2.0
AACPS5,0.0,-843.1459762786319
MANptspp,0.0,99.84429220111944
EX_cmp_e,0.0,5777.14153230682
NTD8_num1,0.0,-135.13037989644658
GALCTD,0.0,1395.7785711386605
EX_malthx_e,0.0,267.33032781930746
MLTG4,0.0,609.0553304028829
UDPGDC,0.0,-3744.368312529281
PUNP4_num1,0.0,488.7087087085722
AMAOTr,6.957088039028349e-07,-2302663.4230739004
EX_csn_e,0.0,6607.402180595224
EX_etoh_e,0.0,-1.8598934037145227
G6PP_num1,0.0,568.6739295375781
MMCD,0.0,1321.7996884788972
GLNS,0.5448989629176078,-457.52913435669507
TYMtex_num1,0.0,-2.0
GTHS,0.0,-294.03428547715794
EX_g3pe_e,0.0,3554.438611174701
EX_pacald_e,0.0,-2.0
EX_his__L_e,0.0,13575.24183763208
EX_k_e,0.0,2.0
EX_na1_e,0.0,2.0
ACACT1r_num1,0.0,-64.92784433509223
ARGORNt7pp,0.0,-2.0
EX_dmso_e,0.0,0.0
CMPtex_num1,0.0,-2.0
DUMPtex_num1,0.0,-2.0
XMPtex_num1,0.0,-2.0
3PEPTtex_num1,0.0,2.0
EX_12ppd__S_e,0.0,-2.0
EX_pppn_e,0.0,-2.0
ANHGMtex_num1,0.0,-2.0
MALTptspp,0.0,396.9177625954589
UDPKAAT,0.0,-338.3657509724377
ULA4NFT,0.0,-2733.696641760337
EX_acgam1p_e,0.0,9674.341880600636
NTD11pp_num1,0.0,-331.81493970073734
EX_galt_e,0.0,-2.0
DKGLCNR2x,0.0,-325.5667411046552
ACGS,0.10289254926201366,-33.488443232065976
PDE1_num1,0.0,82.03803805544516
UPLA4FNT,0.0,-100.2546126275638
UPLA4FNF,0.0,-5.754354686577287
ULA4Ntppi,0.0,-64.41183037817245
HEPT1,0.0,-302.84770816278433
FALDtex_num1,0.0,2.0
MCITD,0.0,3666.2688102951997
CU2tex_num1,0.000246628770983555,-2.0
EX_glcur1p_e,0.0,119.5955037352991
GLCATr,0.0,-509.1775034685852
ALR2_num1,0.0,112.94675775578986
AMALT2,0.0,346.97643689870057
MLTP1,0.0,-37.981123486535466
HEPT2,0.0,-317.45883286840944
FECRMUtex,0.0,39.888071803527
ALAALAr_num1,0.009666178121425988,-196.0984435445844
EX_thrp_e,0.0,2252.532011322022
CLtex_num1,0.0018105821621571278,-2.0
CYSDtex_num1,0.0,-2.0
CYSDabcpp,0.0,-2.0000000000000284
HXAND,0.08460793047783938,-177.91259270234607
EX_fald_e,0.0,-2.0
EX_pydxn_e,0.0,-2.0
EX_acgal_e,0.0,-2.0
EX_so2_e,0.0,0.0
EX_dms_e,0.0,158.25980854779482
GMPtex_num1,0.0,-2.0
IMPtex_num1,0.0,-2.0
G3PItex_num1,0.0,-2.0
CD2abcpp,0.0,175.2932301101336
G3PGtex_num1,0.0,-2.0
G3PEtex_num1,0.0,-2.0
G3PCtex_num1,0.0,-2.0
MOAT3C,0.0,-261.0905498625498
UMPtex_num1,0.0,-2.0
G1Ptex_num1,0.0,2.0
ADNK1,0.0,70083.11070139095
CUt3,0.0,37.888071803527
ZN2t3pp_num1,0.0,41.888071803527
SKMtex_num1,0.0,-2.0
MNt2pp,0.0,37.888071803527
RHAT1,0.0,-96.58705378612197
GLCabcpp,0.0,133.40515830660655
GALT1,0.0,-39.598292286570114
MNtex_num1,0.00024036739174842944,-2.0
GAL1Ptex_num1,0.0,-2.0
GLCTR2,0.0,-228.64526245484424
G2PPpp_num1,0.0,-184.02026742435612
UDPGPpp,0.0,-383.0348838462587
EX_acgal1p_e,0.0,0.0
EX_cyan_e,0.0,0.0
EX_tyrp_e,0.0,1244.819535271422
O2Stex_num1,0.0,2.0
HEPK1,0.0,-130.87962007099125
HEPT3,0.0,-153.34260524107052
HEPK2,0.0,-94.44348439606622
ALDD3y_num1,0.0,-2.3512441264866766
EX_uacgam_e,0.0,12645.639762634153
Kt3pp_num1,0.0,81.776143607054
EX_udpacgal_e,0.0,3114.589368090495
EX_udpg_e,0.0,3115.770539238016
EX_udpgal_e,0.0,5227.018922360916
EX_udpglcur_e,0.0,3257.6531515217184
EX_14glucan_e,0.0,-2.0
EX_pser__L_e,0.0,463.10583311077517
R5PP_num1,0.0,571.7252012572449
EX_xmp_e,0.0,13970.643582094353
EX_damp_e,0.0,16331.421857503878
CYSSADS_num1,0.0,-577.3519423954947
EX_dimp_e,0.0,15399.657898386406
CPPPGO2,0.0,3186277.047730132
EX_isetac_e,0.0,-2.0
AGM3PH,0.0,-32.98361117577406
HOMt2pp_num1,0.0,2337.231632466346
EX_aso3_e,0.0,0.0
EX_tcynt_e,0.0,0.0
EX_fe3dhbzs_e,0.0,0.0
AGM3PApp_num1,0.0,-63.21897276713207
PPPGO,7.757153163516609e-05,-751.9562572096474
EX_feoxam_un_e,0.0,0.0
HOMtex_num1,0.0,0.0
SO2tex_num1,0.0,0.0
SO2tpp,0.0,0.0
LDH_D2,0.0,339.15878558565225
EX_g3pc_e,0.0,899.1674488452015
EX_g3pg_e,0.0,2835.031800967879
EX_g3pi_e,0.0,784.1043260437132
SHCHF,7.757153163516609e-05,-7148.788774854277
SUCOAS,0.1826089511396122,-437.5903777588883
SUCBZL,0.0,-1091.8924778542125
CYSDDS,0.0,-224.6355734174976
CYStpp_num1,0.0,177.29323011013457
EX_g3ps_e,0.0,2100.055326959222
EX_peamn_e,0.0,-2.0
EX_34dhpac_e,0.0,-2.0
NTP1_num1,0.0,376.1133989047894
DAMPtex_num1,0.0,-2.0
DCMPtex_num1,0.0,-2.0
DGMPtex_num1,0.0,-2.0
DTMPtex_num1,0.0,-2.0
ACSERtpp_num1,0.0,1572.2603888036483
ACSERtex_num1,0.0,0.0
LALDO3,0.0,684.9310964719716
NTP10_num1,0.0,110.31192484802858
PRAIS,0.15584468559906633,-181.27817376147874
GDMANE,0.0,-50.68149904544316
GPDDA4,0.0,-4.2328094757706936
LPLIPAL2ATG120,0.0,-225.60751731768926
PLIPA1E140pp,0.0,-626.4754449627726
LPLIPAL2E140,0.0,-368.98581559031754
PLIPA1E160pp,0.0,1495.2894126849715
GALKr,0.0,-83.8331710957855
PLIPA1E161pp,0.0,-479.67035188713635
AACPS8,0.0,1237.3618007258551
AACPS9,0.0,-843.1461534061411
LPLIPAL2E180,0.0,2962.2345381582336
LPLIPAL2G161,0.0,1416.722907682286
LPLIPAL2G181,0.0,-47.440327351565486
2AGPE120tipp,0.0,-2.0
HXCT,0.0,2562.8489942105953
AACPS6,0.0,-464.3295251911725
2AGPEAT160,0.0,-86.27967767989705
AACPS7,0.0,-409.000559614625
PANTS,0.0002344538669152774,-76856.09048875749
G3PGabcpp,0.0,2015.2565375832237
G3PIabcpp,0.0,919.0897987552162
DURADx,0.0,2553.9606624142752
ECOAH7_num1,0.0,720.5071061501512
G1PPpp_num1,0.0,215.21457458875463
GALCTND,0.0,186.7300289331627
GCALDD,0.00015514306327034285,-254285.37242172912
HISTP,0.032955030332073386,-517.6154957229334
G3PSabcpp,0.0,-2.0000000000000284
QMO2,0.0,503.9457396451656
QMO3,0.0,303.10703907526005
LPLIPAL2E141,0.0,-368.9883102749709
LPLIPAL2E161,0.0,-325.69475794275877
LDH_D,0.0,186.48300121241488
AMALT4,0.0,390.5484841675173
NTD11_num1,0.0,-226.37674500915818
LPLIPAL2E181,0.0,-368.98827532840824
YUMPS,0.0,630.7207204029469
LPLIPAL2G180,0.0,3365.271038496177
LPLIPAL2G141,0.0,-368.9884797516761
2AGPA120tipp,0.0,-2.0
2AGPG180tipp,0.0,-2.0
IPDDI,9.670352374249387e-05,-109.97132532891192
ORNDC_num1,0.0,-391.0759871257544
UPP3MT,7.757153163516609e-05,-927.1518882293431
KAS15,0.12379442456647043,-268.1898865600406
ALAALAtex_num1,0.0,-2.0
FACOAL181t2pp_num1,0.0,11.243767287618084
T2DECAI,0.05232704197674782,-359.1946789279487
2AGPGAT180,0.0,-727.6834179762893
2AGPGAT181,0.0,-273.8393455489852
3OAS161,0.05232704197674782,-804.4252646323648
DHQS,0.13257392181732228,-14.12425401602355
EAR141y,0.0,-262.8187712661511
EAR161x,0.0,-1047.9349807748931
2AGPG141tipp,0.0,-2.0
2AGPG161tipp,0.0,-2.0
2AGPG181tipp,0.0,1408.476381142238
2AGPEAT140,0.0,3505.0456058109116
2AGPEAT120,0.0,-217.32431607468558
DASYN160,0.02219798080612775,-13.591546683468728
DASYN161,0.02616352098837391,-11.808231809094828
DASYN181,0.0,1103.7737836588235
CDAPPA161,0.0,924.0401991671024
2AGPEAT161,0.0,-419.5676170703548
2AGPEAT141,0.0,3134.4833482563477
2AGPGAT160,0.0,-734.3163307144853
PGSA180,0.0,508.8314739302741
PGCD,0.5785444842375567,-216.8950323369618
PSSA140,0.0,2091.5519623139007
2AGPGAT141,0.0,3361.4176610253126
FACOAE180,0.0,3463.376136241166
LPLIPAL2ATG140,0.0,-152.4735342429824
LPLIPAL2ATG141,0.0,66.39450838199514
LPLIPAL2ATG160,0.0,-84.89458301071011
LPLIPAL2ATG180,0.0,-240.63251417042204
LPLIPAL2ATG161,0.0,166691.44387484508
LPLIPAL2ATG181,0.0,-176.1265427475215
FACOAE100,0.0,6113.384063210839
FACOAE80,0.0,-1205.8723819047855
FACOAE60,0.0,-1095.6563835441311
CLPNS180pp_num1,0.0,-196.8904677829632
PLIPA1E120pp,0.0,-64.80859588417661
CLPNS181pp_num1,0.0,240.84978696806002
EX_cys__L_e,0.0,6562.25317773503
PG161abcpp,0.0,-2.000000000010033
PGP120abcpp,0.0,-2.000000000002757
MALtex_num1,0.0,-2.0
NO3tex_num1,0.0,-2.0
3OAS141,0.05232704197674782,-804.4246275623836
3OAR121,0.05232704197674782,-964.623447381392
CFAS160G,0.0,-68.90751543951961
PGP161abcpp,0.0,43.352103471808675
PGP181abcpp,0.0,202.19253849166302
PA120abcpp,0.0,-2.000000000002757
PLIPA1G120pp,0.0,1009.3213566837949
URAt2pp_num1,0.0,41.888071803527
FACOAE141,0.0,574.1457647043626
CLPNS120pp_num1,0.0,-154.7698921631661
ALPATE160pp,0.0,2046.499856593764
FACOAE161,0.0,2666.0243950222266
EX_gsn_e,0.0,16044.895208569824
TTDCEAtexi,0.0,-2.0
HDCEAtexi,0.0,-2.0
ALPATG160pp,0.0,-259.292515367546
2AGPGAT120,0.0,-407.065046822004
LPLIPAL2ATE120,0.0,-224.88468276396452
ALAALAD,0.0,652.3461137764178
2AGPEAT180,0.0,-314.2733839818113
LPLIPAL2ATE140,0.0,-350.43132107774
EX_orot_e,0.0,3043.8705890655638
LPLIPAL2ATE160,0.0,330.4258842210329
LPLIPAL2ATE180,0.0,-352.8943959310552
LPLIPAL2ATE141,0.0,-143.2507924405254
2AGPEAT181,0.0,835.0923481364221
2AGPGAT140,0.0,-273.7277428759073
PLIPA1E181pp,0.0,-261.1742873052499
PLIPA1G180pp,0.0,-543.1672861742666
LPLIPAL2ATE161,0.0,165002.2892735814
LPLIPAL2ATE181,0.0,-351.36798712766176
FACOAL141t2pp_num1,0.0,-289.26275499186545
FACOAL161t2pp_num1,0.0,10.409375898808747
PA160abcpp,0.0,1677.1404778621763
PLIPA1G181pp,0.0,-624.3937777336723
ALAALAabcpp_num1,0.0,-2.0000000000000284
HEXt2rpp,0.0,1.9999999999999432
G3PEabcpp,0.0,-2.000000000002757
G3PCabcpp,0.0,-2.0000000000000284
2AGPGAT161,0.0,-734.583953544817
PA181abcpp,0.0,-2.000000000002757
12DGR141tipp,0.0,-2.0
AMPTASEPG_num1,0.0,386.665203573667
ADSL1r,0.10411421392166517,-503.46450957510206
PROGLYabcpp,0.0,-2.0000000000000284
GTHRDabcpp,0.0,352.58646022026727
PGPP140pp_num1,0.0,-180.80703302147595
PGPP141pp_num1,0.0,-99.15306826484448
PGPP160pp_num1,0.0,1751.5868995309502
2AGPG140tipp,0.0,-2.0
PGPP180pp_num1,0.0,-180.54529595156822
2AGPG160tipp,0.0,1523.9303076064243
SERD_D,0.0,1501.0385736571025
CLPNH141pp,0.0,-2.0
CLPNH160pp,0.0,-2.0
CLPNH161pp,0.0,1718.4642328179907
AICART,0.18872214439950455,-141.44022813245192
CLPNH181pp,0.0,-2.0
D_LACt2pp_num1,0.0,2.0
PLIPA1E180pp,0.0,-525.6095688608757
RIBtex_num1,0.0,-2.0
FLVRx,0.0,219.5384344094146
THMtex_num1,0.0,-2.0
XYLUtex_num1,0.0,-2.0
PLIPA1G140pp,0.0,-624.3979710178064
PLIPA1G161pp,0.0,977.1763447422345
CLPNS160pp_num1,0.0,-126.56101090436164
CLPNS161pp_num1,0.0,-149.69272512382076
EX_manglyc_e,0.0,-2.0
ALLtex_num1,0.0,0.0
PG160abcpp,0.0,1887.0342820003389
FRUpts2pp,0.0,-1.9999999999999787
PGP140abcpp,0.0,3893.440769101242
PAPA120pp,0.0,-165.5651675669942
PAPA140pp,0.0,-269.70277457970224
GGPTRCO,0.0,-71.87249856126749
EX_metsox_R__L_e,0.0,27203.19881786143
PAPA141pp,0.0,-143.62678911829425
34dhpactex_num1,0.0,-2.0
PAPA160pp,0.0,-270.9538271733545
G6Pt6_2pp,0.0,-1.9999999999999858
PAPA161pp,0.0,106.57219846700173
MALTHXtexi,0.0,-2.0
12PPDStpp,0.0,2.0
PAPA180pp,0.0,-158.06994485499052
PROtex_num1,0.0,-2.0
HPYRI,0.0,1065.5250046965782
FE3HOXUtex,0.0,400.3376945907189
HYD1pp_num1,0.0,-5.018661395215787
EX_cl_e,0.0,2.0
FE3DHBZStonex_num1,0.0,39.888071803527
AACTOOR,0.0,-2.0
H2tpp,0.0,-2.0
23DAPPAtex_num1,0.0,2.0
ECAP3pp,0.0,-221.22522419079905
FEOXAMtonex,0.0,446.02373557052897
TPRDCOAS,0.0,-120.63449553513055
ACGAM1PPpp,0.0,-2.0
EX_dgmp_e,0.0,18233.15077685014
GAMptspp,0.0,-2.0000000000000355
GSNt2pp,0.0,-2.0000000000000284
EX_4hoxpacd_e,0.0,-2.0
FMNRx_num1,0.0,-39.7743547615882
EX_3hpppn_e,0.0,-2.0
EX_man6p_e,0.0,209.29732678728666
GSNtex_num1,0.0,-2.0
SBTtex_num1,0.0,2.0
FORtex_num1,0.0,-2.0
EX_tsul_e,0.0,0.0
PHEt2rpp_num1,0.0,-2.0000000000000284
DHBS,0.0,1491.9030924583044
THIORDXi_num1,0.0,521.1327852401499
EX_n2o_e,0.0,0.0
PPPGO3,0.0,15539.988927777566
PFK_num1,0.0,-1.1649606552646787
PDX5POi,0.0,41649.5622873969
PDX5PO2,7.757153163516609e-05,-2.000000000011852
MDDCP1pp_num1,0.0,1612.6588531539726
GUI2,0.0,-39.752021705689856
OMBZLM,0.0,1772740.8991339263
PLIPA1A181pp,0.0,649.4675078340879
PGM_num1,0.0,72.98004867848354
LPLIPAL2A141,0.0,-368.987268841931
HG2t3pp,0.0,39.888071803527
CYTBO3_4pp,16.796069093920643,-8.140104776225783
EX_maltttr_e,0.0,-2.0
GLYCK,0.0,43.50075848285718
MLTG5,0.0,-119.81224125766747
GPDDA3,0.0,443.18653748579277
EAR141x,0.05232704197674782,-660.4180022129685
EAR181x,0.0,-404.35836225543153
TPI,0.0,-1.0891914814290544
EAR181y,0.0,-215.44937784851024
G3PAT141,0.0,522.2316758682355
2DOXG6PP_num1,0.0,-206.20859355233057
OXAMTC,0.0,1314.2949647988555
UDCPPtppi,0.0,-2.0
AGMH,0.0,-189.52299589383165
G3PAT181,0.0,4480.12203754863
DASYN140,0.0,-115.20919639782204
MPTG_num1,0.0,-332.13648463056967
DASYN180,0.0,-161.42447919338036
MPTG2_num1,0.0,2724.560164264729
DASYN141,0.0,943.9799553535736
RPI_num1,0.0,124.15588510155624
MCTP1App_num1,0.004833089060712994,-470.32485418620047
MCTP2App_num1,0.0,-160.95929925842051
CDAPPA160,0.0,760.3147200913518
CDAPPA141,0.0,-84.87451869124197
MCTP1Bpp_num1,0.0,64.17195283565866
PERD,0.0,101116.69443369855
MELIBt3ipp,0.0,81.77614360705405
PGSA141,0.0,2036.8373254479648
EX_alaala_e,0.0,1656.984641621941
EX_dtmp_e,0.0,6945.203273624686
5DOAN,7.826724043906892e-05,-118472.87850258968
DM_5drib_c,7.826724043906892e-05,-2.0
EX_lipoate_e,0.0,0.0
EX_pydx_e,0.0,-2.0
EX_g1p_e,0.0,-2.0
GLCtex_copy2_num1,0.0,-2.0
NAt3pp_num1,0.0,4.0
MINOHPtexi,0.0,-2.0
12PPDRtpp,0.0,2.0
SFGTHi_num1,0.0,80.83397360992043
PYDAMK,0.0,758.1215972005157
DHORDfum,3.4089731391215073e-05,-2.0
K2L4Aabcpp,0.006767855244366777,-2.000000000002757
FACOAE120,0.0,-143.3651063603293
3OAR120,0.07146738258972261,-964.6231448080753
3HAD80_num1,0.12379442456647043,-359.1954255775695
3HAD120_num1,0.0,245.82224011181415
DSBCGT,0.0,25330.1576943939
DSBGGT,0.0,25229.532510853867
EAR180x,0.0,-759.5864824211994
AKGtex_num1,0.0,-2.0
SO4t2pp,0.08759669549940596,-2.0
EAR180y,0.0,-451.6542387106292
AGPAT120,0.0,-260.4719568382716
DHNAOT4,0.0,-104.71222850231442
AMPMS2,7.757153163516609e-05,-246184.0986580904
DM_oxam_c,0.0,-2.0
ALR4x,0.0,719.4915495660553
PGPP120_num1,0.0,-184.82513218701445
DAGK120,0.0,-192.82859631560135
ALLTNtex_num1,0.0,-2.0
PSSA180,0.0,-206.6718596276387
ASNtex_num1,0.0,-2.0
PSSA161,0.02616352098837391,-73.34908793620525
PSSA141,0.0,110.62274356204944
PSD160,0.02219798080612775,-132.451115838895
PSD161,0.02616352098837391,-112.6357564709642
PSD180,0.0,-287.02802263794285
COLIPAabcpp,0.0,-1148.2834759292045
LPLIPAL1G141pp,0.0,-769.3924134312524
LPLIPAL1G180pp,0.0,-583.0087818370478
LPLIPAL1G181pp,0.0,-891.6285769329006
ACONIs,0.0,-2.0
ACONTb_num1,0.37401027014294835,-162.18129126582312
GLCP2_num1,0.0,-63.818176406490174
F6Pt6_2pp,0.0,-2.000000000000014
PPALtpp,0.0,-2.0
PLIPA2A140pp,0.0,1152.348480507244
PLIPA2A141pp,0.0,-625.1955491967055
PLIPA2A180pp,0.0,-626.4756642130731
GAM6Pt6_2pp,0.0,-2.000000000000213
PLIPA2E141pp,0.0,1323.2288171529945
FE3HOXabcpp,0.0,-2.0000000000000284
PLIPA2E181pp,0.0,-626.4745643371498
PLIPA2G140pp,0.0,354.5296518327923
PPALtex_num1,0.0,-2.0
CA2tex_num1,0.0018105821621571278,-2.0
CUtex_num1,0.0,2.0
3HAD161_num1,0.05232704197674782,-359.1955349481741
PLIPA2G160pp,0.0,-624.398026726929
CU1Opp,0.0,85.07925942833685
PLIPA2G181pp,0.0,-626.4609150784745
SUCDi,0.0,-8.302691279824813
FADRx2,0.0,913.6194670450004
LPLIPAL1E141pp,0.0,-863.013550048694
LALDO2x,0.0,706.066635748075
12PPDRtex_num1,0.0,-2.0
LPLIPAL1E160pp,0.0,-553.0620621214548
LPLIPAL1E180pp,0.0,-891.6280665762374
ASNS1,0.0,1890.0223475276493
EAR80y,0.0,-263.65019569451215
EAR120y,0.0,-158.39122316804242
3OAR181,0.0,-528.8161853895463
3HAD121_num1,0.05232704197674782,-359.1950846071886
EAR121y,0.0,-321.52156695401754
LPLIPAL1E181pp,0.0,-274.1662462523709
LPLIPAL1G160pp,0.0,-27.883563083007175
LPLIPAL1G161pp,0.0,-539.4541811972074
GTHRDHpp,0.0,-73.9983779876402
EX_o2_e,0.0,2.0
PROGLYtex_num1,0.0,-2.0
EX_progly_e,0.0,5332.256821893322
MDDCP2pp_num1,0.0,-120.77312793452279
LPLIPAL1G120pp,0.0,-863.1639854621935
PLIPA2E140pp,0.0,1972.4161006368813
PLIPA2E160pp,0.0,2582.9238323836726
PLIPA2A161pp,0.0,-624.347307451706
PLIPA2A181pp,0.0,-482.6208507031224
F6Ptex_num1,0.0,-2.0
MDDCP3pp_num1,0.0,-120.28525063606344
EAR140x,0.0443959616122555,-529.3441866434614
EAR40y,0.0,190.80205115233733
GAMAN6Ptex_num1,0.0,-2.0
EX_gal_bD_e,0.0,2234.238683506752
3OAS181,0.0,5339.999507119526
EAR161y,0.05232704197674782,-1041.5887771749212
G3PAT140,0.0,-417.2780551431006
G3PAT160,0.0,-177.2295182083908
G3PAT161,0.0,-205.83224834997964
AGPAT160,0.02219798080612775,-6.90982789255213
AGPAT140,0.0,6387.125938826528
PGSA160,0.0,1431.9832115749214
MLDCP2Bpp_num1,0.0,-39.427042490368194
3OAS140_num1,0.07146738258972261,-492.28655355738283
3OAR140,0.07146738258972261,-1914.9111077951775
CDAPPA140,0.0,1157.0757590721114
MLDCP1App_num1,0.0,1075.0840151584632
EAR160y,0.0,-1035.2417579042358
3OAR160,0.0443959616122555,-964.6230304115697
PDE4,0.0,-245.6459418555178
PGSA161,0.0,-79.2451207655804
3HAD181_num1,0.0,-200.34039979766567
PGPP160_num1,0.0,-180.7937455389207
EAR100y,0.0,-401.3005157623538
3OAR141,0.05232704197674782,-964.622672317123
3OAR161,0.05232704197674782,-964.62044662268
3HAD141_num1,0.05232704197674782,-359.19570239179575
EAR121x,0.05232704197674782,-694.5201483708397
PGPP180_num1,0.0,-99.85256712696275
PGPP161_num1,0.0,-180.08318186419876
PGPP181_num1,0.0,-51.86720259143227
PSD140,0.0,-135.97634970380292
MICITDr,0.0,-663.9430203058463
CDAPPA180,0.0,1021.0957980500289
AGM4PH,0.0,-51.646622043597745
NTP12,0.0,14812.6315394029
PE141abcpp,0.0,-2.000000000002757
CDAPPA181,0.0,-79.04929138598527
PGSA140,0.0,212.2274833176907
LPLIPAL1A141pp,0.0,427.04095177190334
LPLIPAL1A180pp,0.0,942.6660236103038
LPLIPAL1E140pp,0.0,-863.1633255698616
LPLIPAL1E161pp,0.0,-601.6672156180066
LPLIPAL1G140pp,0.0,-891.6298197674587
PE160abcpp,0.02219798080612775,-2.0000000000391367
PE161abcpp,0.02616352098837391,-1.999999999995481
PSD141,0.0,-120.99990567288748
PG140abcpp,0.0,3834.6958356372743
PG141abcpp,0.0,125.45577055244388
ACONTa_num1,0.37401027014294835,-212.23734663549078
MLDCP2App_num1,0.0,-0.35299012946802577
12DGR140tipp,0.0,-2.0
PG180abcpp,0.0,859.9355026157391
12DGR160tipp,0.0,-2.0
PG181abcpp,0.0,-2.000000000002757
AM4PA,0.0,-88.81780417595837
PGP141abcpp,0.0,-2.000000000002757
PGP160abcpp,0.0,-2.000000000002757
12DGR180tipp,0.0,1460.7963515804522
PGPP120pp_num1,0.0,-45.04292134157731
PGPP181pp_num1,0.0,-180.81104052913724
CLPNH120pp,0.0,-2.0
PGP180abcpp,0.0,1065.2090320684765
EX_dump_e,0.0,6559.145545036881
PAPA181pp,0.0,871.4448315120171
PA140abcpp,0.0,1674.6402176073134
CLPNH140pp,0.0,-2.0
EX_12ppd__R_e,0.0,0.0
PGSA181,0.0,388.0818460548453
PGPP140_num1,0.0,-173.37860219125525
PGPP141_num1,0.0,-184.82498944283236
MDDCP5pp_num1,0.0,-22.705500003461793
MLTGY3pp_num1,0.0,105.67991889727637
12DGR120tipp,0.0,1109.2620597889909
MDDCP4pp_num1,0.0,1114.6847581684685
CLPNS140pp_num1,0.0,-330.0676360212942
CLPNS141pp_num1,0.0,-111.65791470290924
G3PAT180,0.0,470.1822028676488
EX_o2s_e,0.0,-2.0
PLIPA1G160pp,0.0,-624.3983264038106
PG120abcpp,0.0,233.67634988734238
EX_gal1p_e,0.0,2048.8028689567204
PE140abcpp,0.0,-2.000000000002757
CFAS160E,0.0,3657456.344129464
PLIPA1G141pp,0.0,-626.4748336250959
LPLIPAL2E160,0.0,-152.44210284875683
LPLIPAL2G140,0.0,-211.23454504719942
LPLIPAL2G160,0.0,-338.696886464405
CFAS180E,0.0,3652902.188415101
EX_dcmp_e,0.0,8662.89965789231
CFAS180G,0.0,3651631.923156936
PAPA160,0.0,1073.0020928494657
2AGPE140tipp,0.0,-2.0
2AGPE160tipp,0.0,-2.0
2AGPE180tipp,0.0,-2.0
PAPA180,0.0,1092.948920980993
PAPA181,0.0,826.8672801611563
2AGPE141tipp,0.0,-2.0
2AGPE161tipp,0.0,680.1012079374632
EX_23ccmp_e,0.0,5899.416386676425
2AGPA161tipp,0.0,660.8671093422599
2AGPA181tipp,0.0,-2.0
2AGPG120tipp,0.0,-2.0
LPLIPAL2G120,0.0,-368.9883621265868
PA141abcpp,0.0,1431.9143381980357
PETNT161pp,0.0,-238.73378684659838
PSSA160,0.02219798080612775,-87.61890552344084
PSSA181,0.0,-254.5753179130461
DAGK140,0.0,-371.38006821205636
DAGK160,0.0,-371.37914574583556
DAGK141,0.0,-376.0931139688255
DAGK161,0.0,655.5802269952837
AGPAT181,0.0,-35.77859222823463
PA161abcpp,0.0,-2.000000000002757
